Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
DIAGALL_EM_BB_102414,f3a9,2014-10-24,2014-10-24,2320,2.27,0.002
DIAGALL_EM_BB_110714,f3a9,2014-11-07,2014-11-07,2576,2.52,0.002
DIAGALL_EM_BB_112114,f3a9,2014-11-21,2014-11-21,3168,3.09,0.003
DIAGALL_EM_BB_120514,f3a9,2014-12-05,2014-12-05,3600,3.52,0.003
DIAGALL_EM_BB_121714,f3a9,2014-12-18,2014-12-18,4048,3.95,0.004
DIAGALL_EM_BB_TEST,f3a9,2014-07-29,2014-07-29,48,0.05,0
DIAGALL_EM_OMW_102314,f3a9,2014-10-24,2014-10-24,920,0.9,0.001
DIAGALL_EM_OMW_110614,f3a9,2014-11-07,2014-11-07,1064,1.04,0.001
DIAGALL_EM_OMW_112014,f3a9,2014-11-21,2014-11-21,1256,1.23,0.001
DIAGALL_EM_OMW_120414,f3a9,2014-12-05,2014-12-05,1320,1.29,0.001
DIAGALL_EM_OMW_121714,f3a9,2014-12-18,2014-12-18,1496,1.46,0.001
DIG_WELCOME_SURVEY,d1p3,2016-02-09,2016-02-09,123464,120.57,0.118
DIG_WELCOME_SURVEY_AMT,d1p3,2016-02-09,2016-02-09,123464,120.57,0.118
DISEASE_CONSOLIDATED2,e8ja,2016-07-12,2016-07-12,375624,366.82,0.358
DISEASE_PREV_ENRLMNT,e8ja,2016-06-01,2016-06-01,515464,503.38,0.492
DISEASE_PREV_FINAL,e8ja,2016-06-10,2016-06-10,3384712,3305.38,3.228
DME_201503,d1p3,2015-04-11,2015-04-11,33120,32.34,0.032
DME_201505,d1p3,2015-06-16,2015-06-16,41400,40.43,0.039
DME_201506,e8yf,2015-07-28,2015-07-28,45352,44.29,0.043
DME_201507,e8yf,2015-08-12,2015-08-12,49032,47.88,0.047
DME_201509,e8yf,2015-10-17,2015-10-17,55416,54.12,0.053
DME_201510,e8yf,2015-11-19,2015-11-19,58400,57.03,0.056
DME_201511,e8yf,2015-12-21,2015-12-21,61120,59.69,0.058
DME_201512,e8yf,2016-02-02,2016-02-02,63816,62.32,0.061
DME_201601,e8yf,2016-02-24,2016-02-24,16016,15.64,0.015
DME_201602,f3vc,2016-04-04,2016-04-04,16928,16.53,0.016
DME_201603,f3s3,2016-07-14,2016-07-14,24016,23.45,0.023
DME_201604,f3s3,2016-07-14,2016-07-14,29912,29.21,0.029
DX_RISK_FACTORS,d1p3,2014-01-16,2014-01-16,934760,912.85,0.891
DX_RISK_FACTORS_2013,d1p3,2014-01-27,2014-01-27,1141512,1114.76,1.089
E2GH_MAILER_201408,e2gh,2014-09-29,2014-09-29,6848,6.69,0.007
E2GH_MAILER_201409,e2gh,2014-09-29,2014-09-29,1856,1.81,0.002
E2GH_MAILINGS,e2gh,2014-09-29,2014-09-29,1856,1.81,0.002
E2GH_MATCHES,e2gh,2014-01-24,2014-01-24,2216,2.16,0.002
E2GH_MAXFREQPERDAYMUE,e2gh,2013-11-20,2013-11-20,168,0.16,0
E2GH_MCSB1,e2gh,2014-07-21,2014-07-21,344,0.34,0
E2GH_MCSB2,e2gh,2014-07-17,2014-07-17,288,0.28,0
E2GH_MCSB_CLM_PSTX_INF,e2gh,2014-07-18,2014-07-18,33560,32.77,0.032
E2GH_MCSB_CLM_PSTX_INF2,e2gh,2014-07-18,2014-07-18,453064,442.45,0.432
E2GH_MCSB_CLM_PSTX_INF_DISTINCT,e2gh,2014-07-18,2014-07-18,33344,32.56,0.032
E2GH_MCSB_CLM_PSTX_INF_DISTINCT2,e2gh,2014-07-18,2014-07-18,453064,442.45,0.432
E2GH_MCSB_CLM_PST_INF,e2gh,2014-07-16,2014-07-16,17752,17.34,0.017
E2GH_MCSB_CLM_PST_INF2,e2gh,2014-07-16,2014-07-16,222408,217.2,0.212
E2GH_MCSB_CLM_PST_INF_DISTINCT,e2gh,2014-07-16,2014-07-16,17688,17.27,0.017
E2GH_MCSB_CLM_PST_INF_DISTINCT2,e2gh,2014-07-17,2014-07-17,222408,217.2,0.212
E2GH_MCSB_CLM_PST_INF_DISTINCT3,e2gh,2014-07-17,2014-07-17,230984,225.57,0.22
E2GH_MCSB_HAL,e2gh,2014-07-18,2014-07-18,840,0.82,0.001
E2GH_MCSB_INPUT,e2gh,2014-07-18,2014-07-18,840,0.82,0.001
E2GH_MCSB_INSTSUM_CLM_PRE,e2gh,2014-06-30,2014-06-30,32,0.03,0
E2GH_MCSB_INSTSUM_CLM_PST,e2gh,2014-07-16,2014-07-16,360,0.35,0
E2GH_MCSB_INSTSUM_CLM_PSTX,e2gh,2014-07-18,2014-07-18,392,0.38,0
E2GH_MCSB_PMPMS,e2gh,2014-07-18,2014-07-18,394312,385.07,0.376
E2GH_MCSB_PMPMS2,e2gh,2014-07-18,2014-07-18,394312,385.07,0.376
E2GH_MCSB_PMPMS3,e2gh,2014-07-18,2014-07-18,72,0.07,0
E2GH_MCSB_PROF_CLM_PST,e2gh,2014-07-16,2014-07-16,3216,3.14,0.003
E2GH_MCSB_PROF_CLM_PST1,e2gh,2014-07-01,2014-07-01,16,0.02,0
E2GH_MCSB_PROF_CLM_PST2,e2gh,2014-07-16,2014-07-16,64,0.06,0
E2GH_MCSB_PROF_CLM_PST3,e2gh,2014-07-16,2014-07-16,184,0.18,0
E2GH_MCSB_PROF_CLM_PST4,e2gh,2014-07-16,2014-07-16,624,0.61,0.001
E2GH_MCSB_PROF_CLM_PST5,e2gh,2014-07-16,2014-07-16,728,0.71,0.001
E2GH_MCSB_PROF_CLM_PST6,e2gh,2014-07-16,2014-07-16,816,0.8,0.001
E2GH_MCSB_PROF_CLM_PST7,e2gh,2014-07-16,2014-07-16,672,0.66,0.001
E2GH_MCSB_PROF_CLM_PST8,e2gh,2014-07-16,2014-07-16,216,0.21,0
E2GH_MCSB_PROF_CLM_PSTX,e2gh,2014-07-18,2014-07-18,3736,3.65,0.004
E2GH_MCSB_PROF_CLM_PSTX2,e2gh,2014-07-18,2014-07-18,344,0.34,0
E2GH_MCSB_PROF_CLM_PSTX3,e2gh,2014-07-18,2014-07-18,608,0.59,0.001
E2GH_MCSB_PROF_CLM_PSTX4,e2gh,2014-07-18,2014-07-18,560,0.55,0.001
E2GH_MCSB_PROF_CLM_PSTX5,e2gh,2014-07-18,2014-07-18,584,0.57,0.001
E2GH_MCSB_PROF_CLM_PSTX6,e2gh,2014-07-18,2014-07-18,680,0.66,0.001
E2GH_MCSB_PROF_CLM_PSTX7,e2gh,2014-07-18,2014-07-18,712,0.7,0.001
E2GH_MCSB_PROF_CLM_PSTX8,e2gh,2014-07-18,2014-07-18,344,0.34,0
E2GH_MCSB_RX_CLM_PST,e2gh,2014-07-16,2014-07-16,3192,3.12,0.003
E2GH_MCSB_RX_CLM_PSTX,e2gh,2014-07-18,2014-07-18,6512,6.36,0.006
E2GH_MCSB_WORK,e2gh,2014-06-26,2014-06-26,392,0.38,0
E2GH_MCSB_WORK5YEARS,e2gh,2014-06-27,2014-06-27,232,0.23,0
E2GH_MEDICARE_SPIKE,e2gh,2015-02-24,2015-02-24,36040,35.2,0.034
E2GH_MED_ADV_PREMIUM,e2gh,2014-08-19,2014-08-19,24,0.02,0
E2GH_MH_CLAIMANTS,e2gh,2014-12-17,2014-12-17,1592,1.55,0.002
E2GH_MH_CLAIMANTS1,e2gh,2014-12-17,2014-12-17,1552,1.52,0.001
E2GH_MISC,e2gh,2014-09-03,2014-09-03,152,0.15,0
E2GH_MLDB_1_ENROLLMENT,e2gh,2015-10-19,2015-10-19,1785464,1743.62,1.703
E2GH_MLDB_ENROLLMENT,e2gh,2015-09-24,2015-09-24,1785944,1744.09,1.703
E2GH_MODEL_AVERAGE_DIAG,e2gh,2015-03-02,2015-03-02,392,0.38,0
E2GH_MODEL_AVERAGE_PROC,e2gh,2015-02-27,2015-02-27,56,0.05,0
E2GH_MODEL_OUTPUT,e2gh,2015-02-19,2015-02-19,8808,8.6,0.008
E2GH_MOMSPROF,e2gh,2014-10-22,2014-10-22,992,0.97,0.001
E2GH_NEWSLETTER,e2gh,2014-09-24,2014-09-24,11832,11.55,0.011
E2GH_NIK_ADHOC,e2gh,2014-10-07,2014-10-07,4040,3.95,0.004
E2GH_NIK_DATA,e2gh,2014-10-07,2014-10-07,4040,3.95,0.004
E2GH_NURSE_ALERT_AUTHS,e2gh,2015-05-26,2015-05-26,75816,74.04,0.072
E2GH_NURSE_ALERT_CLMS,e2gh,2015-05-26,2015-05-26,40104,39.16,0.038
E2GH_NURSE_ALERT_CLMS2,e2gh,2015-05-26,2015-05-26,40872,39.91,0.039
E2GH_NURSE_ALERT_CLMS2FINAL,e2gh,2015-05-26,2015-05-26,30744,30.02,0.029
E2GH_NURSE_ALERT_CLMS3,e2gh,2015-03-19,2015-03-19,101256,98.88,0.097
E2GH_NURSE_ALERT_CLMS_AGG,e2gh,2015-05-26,2015-05-26,20680,20.2,0.02
E2GH_NURSE_ALERT_CLMS_PRE,e2gh,2015-03-17,2015-03-17,170920,166.91,0.163
E2GH_NURSE_ALERT_COST_PCT,e2gh,2015-05-26,2015-05-26,72424,70.73,0.069
E2GH_NURSE_ALERT_COST_PCT2,e2gh,2015-05-26,2015-05-26,72424,70.73,0.069
E2GH_NURSE_ALERT_CPD_WEEK,e2gh,2015-01-29,2015-01-29,16,0.02,0
E2GH_NURSE_ALERT_LOS_PCT,e2gh,2015-02-04,2015-02-04,50816,49.63,0.048
E2GH_PAID_VS_DED,e2gh,2015-08-18,2015-08-18,16,0.02,0
E2GH_PED_ALYS0,e2gh,2014-11-12,2014-11-12,811336,792.32,0.774
E2GH_PED_ALYS_FAMILYID,e2gh,2014-11-14,2014-11-14,392,0.38,0
E2GH_PED_ALYS_MKT,e2gh,2014-11-12,2014-11-12,219320,214.18,0.209
E2GH_PED_ALYS_PHONE,e2gh,2014-11-14,2014-11-14,304,0.3,0
E2GH_PED_ALYS_PROVIDER,e2gh,2014-11-14,2014-11-14,408,0.4,0
E2GH_PED_ALYS_RGN,e2gh,2014-11-12,2014-11-12,101928,99.54,0.097
E2GH_PED_AUTH_ADMITS,e2gh,2014-11-14,2014-11-14,434648,424.46,0.415
E2GH_PED_CLMS_ENRT,e2gh,2014-11-14,2014-11-14,263600,257.42,0.251
E2GH_PED_CORECHRON,e2gh,2014-11-12,2014-11-12,28896,28.22,0.028
E2GH_PED_ENGAGED_IN_OPEN,e2gh,2014-11-12,2014-11-12,16,0.02,0
E2GH_PED_ENG_CM_DM,e2gh,2014-11-12,2014-11-12,328,0.32,0
E2GH_PED_ENRT0,e2gh,2014-11-12,2014-11-12,361320,352.85,0.345
E2GH_PED_ENRT2,e2gh,2014-11-12,2014-11-12,1734536,1693.88,1.654
E2GH_PED_ENRT3,e2gh,2014-11-12,2014-11-12,877128,856.57,0.836
E2GH_PED_ER,e2gh,2014-11-14,2014-11-14,5128,5.01,0.005
E2GH_PED_FAM_CLAIM_SUMS,e2gh,2014-08-18,2014-08-18,24,0.02,0
E2GH_PED_FINAL_DATA,e2gh,2014-11-14,2014-11-14,329416,321.7,0.314
E2GH_PED_FINAL_DATA2,e2gh,2014-11-14,2014-11-14,368776,360.13,0.352
E2GH_PED_INP,e2gh,2014-11-14,2014-11-14,3552,3.47,0.003
E2GH_PED_INST,e2gh,2014-11-14,2014-11-14,183848,179.54,0.175
E2GH_PED_MEMMOS,e2gh,2014-11-12,2014-11-12,54504,53.23,0.052
E2GH_PED_OP,e2gh,2014-11-14,2014-11-14,12416,12.13,0.012
E2GH_PED_PED_AUTH,e2gh,2014-11-14,2014-11-14,13856,13.53,0.013
E2GH_PED_PED_AUTH_RECENT,e2gh,2014-11-14,2014-11-14,888,0.87,0.001
E2GH_PED_PED_AUTH_RECENT_NODUP,e2gh,2014-11-14,2014-11-14,872,0.85,0.001
E2GH_PED_PROF4,e2gh,2014-11-14,2014-11-14,224632,219.37,0.214
E2GH_PED_RARE,e2gh,2014-11-12,2014-11-12,11960,11.68,0.011
E2GH_PED_RX2,e2gh,2014-11-14,2014-11-14,30368,29.66,0.029
E2GH_PED_SELECTED_MBRS,e2gh,2014-11-14,2014-11-14,1688,1.65,0.002
E2GH_TEMP_OP,f3vc,2016-04-06,2016-04-06,1682440,1643.01,1.604
E8JA_DIAG_CD_DESC,e8ja,2016-07-12,2016-07-12,39368,38.45,0.038
E8YFMMR_FINAL,e8yf,2014-07-02,2014-07-02,368,0.36,0
E8YF_ALINEO_IPAUTHS_051315,e8yf,2015-05-13,2015-05-13,25256,24.66,0.024
E8YF_ALINEO_OPAUTHS_051315,e8yf,2015-06-02,2015-06-02,21928,21.41,0.021
E8YF_ALINEO_SNF_LTCAUTHS_052615,e8yf,2015-05-26,2015-05-26,1160,1.13,0.001
E8YF_ALINEO_SNF_LTCAUTHS_060515,e8yf,2015-06-05,2015-06-05,1160,1.13,0.001
E8YF_AUTHS_DETAIL_FINAL,e8yf,2015-12-10,2015-12-10,1565000,1528.32,1.493
E8YF_AUTHS_DETAIL_FINAL_ALTERED,e8yf,2016-01-15,2016-01-15,1576072,1539.13,1.503
E8YF_AUTHS_DETAIL_FINAL_LATEST,e8yf,2016-07-15,2016-07-15,3627848,3542.82,3.46
E8YF_AUTHS_DET_FINAL_LINKED_CLM,e8yf,2016-02-03,2016-02-03,1862600,1818.95,1.776
E8YF_DEEPDIVE_2015,e8yf,2015-03-20,2015-03-20,82808,80.87,0.079
E8YF_DEEPDIVE_HCC,e8yf,2015-02-27,2015-02-27,1640,1.6,0.002
E8YF_DIAMOND_REASON_CODE_MASTER1,e8yf,2014-09-25,2014-09-25,144,0.14,0
E8YF_ENRTNEW2014,e8yf,2015-02-27,2015-02-27,1716968,1676.73,1.637
E8YF_FEP_PRIMARY_SEP14_AUG15,e8yf,2016-01-13,2016-01-13,73480,71.76,0.07
E8YF_HARVONI_NOTES,e8yf,2015-07-21,2015-07-21,3144,3.07,0.003
E8YF_HCC_MASTER_ETG,e8yf,2015-02-19,2015-02-19,353672,345.38,0.337
E8YF_HCC_MASTER_TABLE_COLLAPSED,e8yf,2015-02-19,2015-02-19,10144,9.91,0.01
E8YF_HISTORICAL_DATA_TIMESERIES,e8yf,2016-04-08,2016-04-08,2059368,2011.1,1.964
E8YF_HIST_DATA_TIMESERIES_SUMMY,e8yf,2016-04-08,2016-04-08,512,0.5,0
E8YF_INST_CLAIMS,e8yf,2016-02-02,2016-02-02,20728840,20243.01,19.769
E8YF_IP_AUTHS_25MAR16,e8yf,2016-04-04,2016-04-04,523848,511.57,0.5
E8YF_IP_AUTHS_FOR_VALIDATION,e8yf,2015-03-30,2015-03-30,33480,32.7,0.032
E8YF_IP_CONCURRENT_FINAL,e8yf,2016-05-12,2016-05-12,227144,221.82,0.217
E8YF_IP_CONCURRENT_FINAL_2014,e8yf,2015-12-20,2015-12-20,218576,213.45,0.208
E8YF_IP_CONCURR_FINAL_PPO_SPLIT,e8yf,2016-04-11,2016-04-11,225912,220.62,0.215
E8YF_IP_EDW_AUTHS_FOR_VAL,e8yf,2015-04-01,2015-04-01,41336,40.37,0.039
E8YF_IP_EDW_AUTHS_FOR_VALIDATION,e8yf,2015-03-30,2015-03-30,29496,28.8,0.028
E8YF_IP_LTAC_FINAL,e8yf,2016-04-11,2016-04-11,13192,12.88,0.013
E8YF_IP_LTAC_FINAL_2014,e8yf,2015-08-21,2015-08-21,7848,7.66,0.007
E8YF_IP_PRESERV_FINAL,e8yf,2016-05-12,2016-05-12,195672,191.09,0.187
E8YF_IP_PRESERV_FINAL_2014,e8yf,2015-12-20,2015-12-20,200936,196.23,0.192
E8YF_IP_PRESERV_FINAL_PPO_SPLIT,e8yf,2016-04-11,2016-04-11,196008,191.41,0.187
E8YF_IP_SNF_FINAL,e8yf,2016-04-11,2016-04-11,14920,14.57,0.014
E8YF_IP_SNF_FINAL_2014,e8yf,2015-08-21,2015-08-21,8856,8.65,0.008
E8YF_JIVA_AUTHS_10AUG15,f3vc,2015-08-10,2015-08-10,83272,81.32,0.079
E8YF_JIVA_POS,e8yf,2016-04-28,2016-04-28,24880,24.3,0.024
E8YF_LEAD_IND_AUTHS,e8yf,2015-05-13,2015-05-13,20424,19.95,0.019
E8YF_LEAD_IND_AUTHS_SNF_LTC,e8yf,2015-05-26,2015-05-26,1112,1.09,0.001
E8YF_LEAD_IND_ENR1,e8yf,2016-05-18,2016-05-18,62576,61.11,0.06
E8YF_LEAD_IND_ENR1_GC,e8yf,2016-02-25,2016-02-25,64968,63.45,0.062
E8YF_LEAD_IND_ENR1_PPO_SPLIT,e8yf,2016-04-08,2016-04-08,63480,61.99,0.061
E8YF_LEAD_IND_IP_AUTHS,e8yf,2015-05-13,2015-05-13,35672,34.84,0.034
E8YF_LEAD_IND_OP_AUTHS,e8yf,2015-05-15,2015-05-15,29120,28.44,0.028
E8YF_LEAD_IND_SNF_LTC_AUTHS,e8yf,2015-05-26,2015-05-26,1928,1.88,0.002
E8YF_LI_DETAIL_OP,e8yf,2016-03-11,2016-03-11,4304264,4203.38,4.105
E8YF_MASTER_AUTHS_CLAIMS_,e8yf,2016-02-15,2016-02-15,16,0.02,0
E8YF_MASTER_AUTHS_CLAIMS_02FEB16,e8yf,2016-02-11,2016-02-11,88,0.09,0
E8YF_MASTER_AUTHS_CLAIMS_05FEB16,f8ku,2016-02-08,2016-02-08,88,0.09,0
E8YF_MASTER_AUTHS_CLAIMS_12APR16,e8yf,2016-04-13,2016-04-13,112,0.11,0
E8YF_MASTER_AUTHS_CLAIMS_12FEB16,e8yf,2016-02-15,2016-02-15,88,0.09,0
E8YF_MASTER_AUTHS_CLAIMS_15JAN16,e8yf,2016-01-20,2016-01-20,40,0.04,0
E8YF_MASTER_AUTHS_CLAIMS_21MAR16,e8yf,2016-03-24,2016-03-24,104,0.1,0
E8YF_MASTER_AUTHS_CLAIMS_25MAR16,e8yf,2016-03-31,2016-03-31,112,0.11,0
E8YF_MASTER_AUTHS_CLAIMS_28DEC15,e8yf,2015-12-29,2015-12-29,32,0.03,0
E8YF_MASTER_AUTHS_CLAIMS_28JAN16,e8yf,2016-01-30,2016-01-30,88,0.09,0
E8YF_MASTER_AUTHS_CLAIMS_MYB_BS,e8yf,2016-05-09,2016-05-09,16,0.02,0
E8YF_MASTER_AUTHS_CLM_YM_05MAY16,e8yf,2016-05-09,2016-05-09,40,0.04,0
E8YF_MASTER_AUTHS_CLM_YM_19MAY16,e8yf,2016-05-24,2016-05-24,40,0.04,0
E8YF_MASTER_AUTHS_CLM_YM_21APR16,e8yf,2016-04-26,2016-04-26,152,0.15,0
E8YF_MASTER_AUTHS_CLM_YM_21JUL16,e8yf,2016-07-21,2016-07-21,40,0.04,0
E8YF_MASTER_AUTHS_CLM_YM_24MAY16,e8yf,2016-06-03,2016-06-03,40,0.04,0
E8YF_MASTER_AUTHS_CLM_YM_27JUN16,e8yf,2016-06-29,2016-06-29,40,0.04,0
E8YF_MASTER_DATA_FOR_IDANDSTRAT,e8yf,2015-11-30,2015-11-30,16213064,15833.07,15.462
E8YF_MASTER_DATA_IDANDSTRAT_V2,f3vc,2016-01-27,2016-01-27,16848840,16453.95,16.068
E8YF_MASTER_DATA_IDANDSTRAT_V5,e8yf,2015-12-07,2015-12-07,17686984,17272.45,16.868
E8YF_MASTER_DATA_IDANDSTRAT_V5_A,e8yf,2016-01-08,2016-01-08,16848840,16453.95,16.068
E8YF_MASTER_TBL_TRANSROI_PHASEII,e8yf,2014-08-01,2014-08-01,736,0.72,0.001
E8YF_MATCHED_TRANSROI_PHASEII,e8yf,2014-08-13,2014-08-13,712,0.7,0.001
E8YF_NCQA2_201309_201408_PROF,e8yf,2014-12-17,2014-12-17,14937104,14587.02,14.245
E8YF_NCQA2_201409_201508_PROF,e8yf,2016-01-14,2016-01-14,18896432,18453.55,18.021
E8YF_NCQA_201309_201408_RX,e8yf,2014-12-17,2014-12-17,24686280,24107.7,23.543
E8YF_NCQA_201409_201508_RX,e8yf,2016-01-14,2016-01-14,27645320,26997.38,26.365
E8YF_NCQA_ALYS0,e8yf,2016-01-14,2016-01-14,1012680,988.95,0.966
E8YF_NCQA_ALYS_ETH,e8yf,2016-01-14,2016-01-14,124128,121.22,0.118
E8YF_NCQA_ALYS_LANG,e8yf,2016-01-14,2016-01-14,263112,256.95,0.251
E8YF_NCQA_ALYS_MKT,e8yf,2016-01-14,2016-01-14,266200,259.96,0.254
E8YF_NCQA_ALYS_RGN,e8yf,2016-01-14,2016-01-14,127216,124.23,0.121
E8YF_NCQA_DIAGALL,e8yf,2016-01-14,2016-01-14,714552,697.8,0.681
E8YF_NCQA_DISABILITY_MEMS,e8yf,2016-01-14,2016-01-14,81488,79.58,0.078
E8YF_NCQA_DISABL_TYPE,e8yf,2016-01-14,2016-01-14,1436168,1402.51,1.37
E8YF_NCQA_DISBL_CODES,e8yf,2016-01-14,2016-01-14,1436168,1402.51,1.37
E8YF_NCQA_ENRT0,e8yf,2016-01-14,2016-01-14,491016,479.51,0.468
E8YF_NCQA_ENRT2,e8yf,2016-01-14,2016-01-14,2621064,2559.63,2.5
E8YF_NCQA_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,266952,260.7,0.255
E8YF_NCQA_ENRT3,e8yf,2016-01-14,2016-01-14,2621064,2559.63,2.5
E8YF_NCQA_ENRT4,e8yf,2016-01-14,2016-01-14,157832,154.13,0.151
E8YF_NCQA_ENRT4_EXCH,e8yf,2014-12-04,2014-12-04,44192,43.16,0.042
E8YF_NCQA_ER_ENRT,e8yf,2016-01-14,2016-01-14,3450760,3369.88,3.291
E8YF_NCQA_ER_ENRT1,e8yf,2016-01-14,2016-01-14,3450760,3369.88,3.291
E8YF_NCQA_ER_ENRT2,e8yf,2016-01-14,2016-01-14,30824,30.1,0.029
E8YF_NCQA_ER_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,6328,6.18,0.006
E8YF_NCQA_ER_ENRT3,e8yf,2016-01-14,2016-01-14,2904,2.84,0.003
E8YF_NCQA_ER_ENRT3_EXCH,e8yf,2014-12-04,2014-12-04,1520,1.48,0.001
E8YF_NCQA_ER_ENRT_EXCH,e8yf,2014-12-04,2014-12-04,348872,340.7,0.333
E8YF_NCQA_INP_ENRT,e8yf,2016-01-14,2016-01-14,3458312,3377.26,3.298
E8YF_NCQA_INP_ENRT1,e8yf,2016-01-14,2016-01-14,3458312,3377.26,3.298
E8YF_NCQA_INP_ENRT2,e8yf,2016-01-14,2016-01-14,21832,21.32,0.021
E8YF_NCQA_INP_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,3368,3.29,0.003
E8YF_NCQA_INP_ENRT3,e8yf,2016-01-14,2016-01-14,3080,3.01,0.003
E8YF_NCQA_INP_ENRT3_EXCH,e8yf,2014-12-04,2014-12-04,1088,1.06,0.001
E8YF_NCQA_INP_ENRT_EXCH,e8yf,2014-12-04,2014-12-04,353672,345.38,0.337
E8YF_NCQA_INST_201309_201408,e8yf,2014-12-17,2014-12-17,720232,703.35,0.687
E8YF_NCQA_INST_201409_201508,e8yf,2016-01-14,2016-01-14,775560,757.38,0.74
E8YF_NCQA_OP_ENRT,e8yf,2016-01-14,2016-01-14,4967368,4850.95,4.737
E8YF_NCQA_OP_ENRT1,e8yf,2016-01-14,2016-01-14,4967368,4850.95,4.737
E8YF_NCQA_OP_ENRT2,e8yf,2016-01-14,2016-01-14,41192,40.23,0.039
E8YF_NCQA_OP_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,9368,9.15,0.009
E8YF_NCQA_OP_ENRT3,e8yf,2016-01-14,2016-01-14,4632,4.52,0.004
E8YF_NCQA_OP_ENRT3_EXCH,e8yf,2014-12-04,2014-12-04,2528,2.47,0.002
E8YF_NCQA_OP_ENRT_EXCH,e8yf,2014-12-04,2014-12-04,426440,416.45,0.407
E8YF_NCQA_PROF_ENRT,e8yf,2016-01-14,2016-01-14,19825352,19360.7,18.907
E8YF_NCQA_PROF_ENRT2,e8yf,2016-01-14,2016-01-14,2344,2.29,0.002
E8YF_NCQA_PROF_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,1016,0.99,0.001
E8YF_NCQA_PROF_ENRT_EXCH,e8yf,2014-12-04,2014-12-04,1405704,1372.76,1.341
E8YF_NCQA_RX_ENRT,e8yf,2014-11-17,2015-07-14,7077256,6911.38,6.749
E8YF_NCQA_RX_ENRT2,e8yf,2016-01-14,2016-01-14,57480,56.13,0.055
E8YF_NCQA_RX_ENRT2_EXCH,e8yf,2014-12-04,2014-12-04,22088,21.57,0.021
E8YF_NCQA_RX_ENRT3,e8yf,2016-01-14,2016-01-14,648,0.63,0.001
E8YF_NCQA_RX_ENRT3_EXCH,e8yf,2014-12-04,2014-12-04,792,0.77,0.001
E8YF_NCQA_SPMI_CODES,e8yf,2016-01-14,2016-01-14,152,0.15,0
E8YF_NDC_TO_HCPC_2013,e8yf,2014-05-09,2014-05-09,944,0.92,0.001
E8YF_ND_ENGAGED_JAN_JUN2015,e8yf,2015-08-04,2015-08-04,56,0.05,0
E8YF_OP_AUTHS_13NOV15,f3vc,2015-11-13,2015-11-13,442568,432.2,0.422
E8YF_OP_FINAL,e8yf,2016-04-11,2016-04-11,349560,341.37,0.333
E8YF_OP_FINAL_2014,e8yf,2015-12-21,2015-12-21,259680,253.59,0.248
E8YF_PODS,e8yf,2015-07-07,2015-07-07,16,0.02,0
E8YF_PROGRAMDATA_TRASROI_PHASEII,e8yf,2014-07-24,2014-07-24,144,0.14,0
E8YF_PROGRAMENRL_TRASROI_PHASEII,e8yf,2014-07-24,2014-07-24,120,0.12,0
E8YF_PROPEN_MATCHED_TRANSROI_V2,e8yf,2014-07-07,2014-07-07,1416,1.38,0.001
E8YF_PROPEN_MATCHED_TRANSROI_V3,e8yf,2014-07-15,2014-07-15,1416,1.38,0.001
E8YF_SMI_ANTIPSY,e8yf,2015-08-11,2015-08-11,11888,11.61,0.011
E8YF_SMI_FINAL_DATA,e8yf,2015-08-12,2015-08-12,968,0.95,0.001
E8YF_SMI_INST,e8yf,2015-08-07,2015-08-07,11790440,11514.1,11.244
E8YF_SMI_INST2_AI,e8yf,2015-08-11,2015-08-11,8152,7.96,0.008
E8YF_SMI_INST2_BD,e8yf,2015-08-11,2015-08-11,864,0.84,0.001
E8YF_SMI_INST2_BH_AI,e8yf,2015-08-11,2015-08-11,968,0.95,0.001
E8YF_SMI_INST2_BH_AI_POS,e8yf,2015-08-11,2015-08-11,95960,93.71,0.092
E8YF_SMI_INST2_BH_ED,e8yf,2015-08-11,2015-08-11,944,0.92,0.001
E8YF_SMI_INST2_BH_ED_POS,e8yf,2015-08-11,2015-08-11,127288,124.3,0.121
E8YF_SMI_INST2_BH_NI,e8yf,2015-08-11,2015-08-11,15248,14.89,0.015
E8YF_SMI_INST2_BH_NI_POS,e8yf,2015-08-11,2015-08-11,16,0.02,0
E8YF_SMI_INST2_BH_OP,e8yf,2015-08-11,2015-08-11,968,0.95,0.001
E8YF_SMI_INST2_BH_OP_POS,e8yf,2015-08-11,2015-08-11,256968,250.95,0.245
E8YF_SMI_INST2_BH_SA_AI,e8yf,2015-08-11,2015-08-11,8088,7.9,0.008
E8YF_SMI_INST2_BH_SA_NI,e8yf,2015-08-11,2015-08-11,5328,5.2,0.005
E8YF_SMI_INST2_BH_SA_OP,e8yf,2015-08-11,2015-08-11,11368,11.1,0.011
E8YF_SMI_INST2_DIAB,e8yf,2015-08-11,2015-08-11,59216,57.83,0.056
E8YF_SMI_INST2_ED,e8yf,2015-08-11,2015-08-11,25712,25.11,0.025
E8YF_SMI_INST2_GLU_TEST,e8yf,2015-08-11,2015-08-11,15808,15.44,0.015
E8YF_SMI_INST2_HBA1C_TEST,e8yf,2015-08-11,2015-08-11,1472,1.44,0.001
